timestamp,order_type,buy_exchange,buy_rate,buy_price,sell_exchange,sell_rate,sell_price,profit,profit_margin
2020-04-21 00:43:31,OPENING,ExchangeId.LIQUID,763046,4196.753,ExchangeId.COINCHECK,764200,4203.099999999999
2020-04-21 02:37:09,CLOSING,ExchangeId.COINCHECK,752509,4138.7995,ExchangeId.LIQUID,752403,4138.2164999999995
2020-04-21 02:37:22,OPENING,ExchangeId.LIQUID,751286,4132.072999999999,ExchangeId.COINCHECK,752411,4138.260499999999
2020-04-21 02:37:41,CLOSING,ExchangeId.COINCHECK,751794,4134.867,ExchangeId.LIQUID,752477,4138.6235
2020-04-21 02:37:44,OPENING,ExchangeId.LIQUID,750099,4125.5445,ExchangeId.COINCHECK,751105,4131.077499999999
2020-04-21 02:37:57,CLOSING,ExchangeId.COINCHECK,750936,4130.148,ExchangeId.LIQUID,751066,4130.862999999999
2020-04-21 02:38:07,OPENING,ExchangeId.LIQUID,749764,4123.701999999999,ExchangeId.COINCHECK,751000,4130.5
2020-04-21 02:38:22,CLOSING,ExchangeId.COINCHECK,751417,4132.7935,ExchangeId.LIQUID,751230,4131.764999999999
2020-04-21 02:38:39,OPENING,ExchangeId.LIQUID,750208,4126.143999999999,ExchangeId.COINCHECK,751387,4132.6285
2020-04-21 02:41:47,CLOSING,ExchangeId.COINCHECK,752141,4136.7755,ExchangeId.LIQUID,752087,4136.4785
2020-04-21 02:42:25,OPENING,ExchangeId.LIQUID,750379,4127.0845,ExchangeId.COINCHECK,751407,4132.7384999999995
2020-04-21 02:46:02,CLOSING,ExchangeId.COINCHECK,747297,4110.1335,ExchangeId.LIQUID,747369,4110.5295
2020-04-21 02:46:05,OPENING,ExchangeId.COINCHECK,746035,4103.1925,ExchangeId.LIQUID,747391,4110.6505
2020-04-21 02:46:09,CLOSING,ExchangeId.LIQUID,745853,4102.1915,ExchangeId.COINCHECK,746474,4105.607
2020-04-21 02:46:11,OPENING,ExchangeId.LIQUID,745160,4098.38,ExchangeId.COINCHECK,746707,4106.8885
2020-04-21 02:46:46,CLOSING,ExchangeId.COINCHECK,746490,4105.695,ExchangeId.LIQUID,746473,4105.6015
2020-04-21 02:46:58,OPENING,ExchangeId.COINCHECK,745530,4100.415,ExchangeId.LIQUID,746642,4106.531
2020-04-21 02:47:04,CLOSING,ExchangeId.LIQUID,745650,4101.075,ExchangeId.COINCHECK,745872,4102.295999999999
2020-04-21 02:47:24,OPENING,ExchangeId.COINCHECK,743636,4089.9979999999996,ExchangeId.LIQUID,744701,4095.8554999999997
2020-04-21 02:47:40,CLOSING,ExchangeId.LIQUID,742108,4081.5939999999996,ExchangeId.COINCHECK,742798,4085.3889999999997
2020-04-21 02:47:43,OPENING,ExchangeId.LIQUID,742015,4081.0825,ExchangeId.COINCHECK,743097,4087.0334999999995
2020-04-21 02:47:47,CLOSING,ExchangeId.COINCHECK,742087,4081.4784999999997,ExchangeId.LIQUID,742503,4083.7664999999997
2020-04-21 02:47:57,OPENING,ExchangeId.LIQUID,740289,4071.5894999999996,ExchangeId.COINCHECK,741587,4078.7284999999997
2020-04-21 02:48:02,CLOSING,ExchangeId.COINCHECK,741585,4078.7174999999997,ExchangeId.LIQUID,741605,4078.8275
2020-04-21 02:48:07,OPENING,ExchangeId.LIQUID,741225,4076.7374999999997,ExchangeId.COINCHECK,742874,4085.807
2020-04-21 02:48:27,CLOSING,ExchangeId.COINCHECK,741000,4075.4999999999995,ExchangeId.LIQUID,740864,4074.752
2020-04-21 02:48:42,OPENING,ExchangeId.LIQUID,740359,4071.9745,ExchangeId.COINCHECK,741431,4077.8704999999995
2020-04-21 02:50:01,CLOSING,ExchangeId.COINCHECK,743555,4089.5525,ExchangeId.LIQUID,744361,4093.9855
2020-04-21 02:50:46,OPENING,ExchangeId.LIQUID,741130,4076.2149999999997,ExchangeId.COINCHECK,742212,4082.1659999999997
2020-04-21 03:01:54,CLOSING,ExchangeId.COINCHECK,741645,4079.0474999999997,ExchangeId.LIQUID,741592,4078.756
2020-04-21 03:02:03,OPENING,ExchangeId.LIQUID,740777,4074.2735,ExchangeId.COINCHECK,741815,4079.9824999999996
2020-04-21 03:06:40,CLOSING,ExchangeId.COINCHECK,753377,4143.5734999999995,ExchangeId.LIQUID,753400,4143.7
2020-04-21 03:06:50,OPENING,ExchangeId.LIQUID,751444,4132.942,ExchangeId.COINCHECK,752488,4138.684
2020-04-21 03:07:07,CLOSING,ExchangeId.COINCHECK,752494,4138.717,ExchangeId.LIQUID,752525,4138.8875
2020-04-21 03:07:12,OPENING,ExchangeId.LIQUID,751281,4132.0455,ExchangeId.COINCHECK,753044,4141.742
2020-04-21 03:07:19,CLOSING,ExchangeId.COINCHECK,753119,4142.1545,ExchangeId.LIQUID,752369,4138.0295
2020-04-21 03:08:51,OPENING,ExchangeId.LIQUID,749639,4123.014499999999,ExchangeId.COINCHECK,750888,4129.884
2020-04-21 03:51:38,CLOSING,ExchangeId.COINCHECK,745296,4099.128,ExchangeId.LIQUID,745101,4098.0554999999995
2020-04-21 03:52:02,OPENING,ExchangeId.LIQUID,743977,4091.8734999999997,ExchangeId.COINCHECK,745001,4097.5055
2020-04-21 04:21:01,CLOSING,ExchangeId.COINCHECK,734207,4038.1384999999996,ExchangeId.LIQUID,734138,4037.7589999999996
2020-04-21 04:21:14,OPENING,ExchangeId.LIQUID,732884,4030.8619999999996,ExchangeId.COINCHECK,734211,4038.1605
2020-04-21 05:00:30,CLOSING,ExchangeId.COINCHECK,731510,4023.305,ExchangeId.LIQUID,731329,4022.3095
2020-04-21 05:00:34,OPENING,ExchangeId.LIQUID,730834,4019.587,ExchangeId.COINCHECK,732419,4028.3044999999997
2020-04-21 05:01:15,CLOSING,ExchangeId.COINCHECK,733917,4036.5434999999998,ExchangeId.LIQUID,733854,4036.1969999999997
